z    mass    j
8.069554   100000000000.0   5.742e+01
8.069554   316227766016.83795   7.001e+01
8.069554   1000000000000.0   1.053e+02
8.069554   100000.0   4.319e+01
8.069554   316227.7660168379   4.326e+01
8.069554   1000000.0   4.336e+01
8.069554   3162277.6601683795   4.348e+01
8.069554   10000000.0   4.365e+01
8.069554   31622776.60168379   4.387e+01
8.069554   100000000.0   4.419e+01
8.069554   316227766.01683795   4.464e+01
8.069554   1000000000.0   4.528e+01
8.069554   3162277660.1683793   4.663e+01
8.20946   10000000000.0   4.972e+01
8.20946   31622776601.683792   5.343e+01
8.20946   100000000000.0   6.011e+01
8.20946   316227766016.83795   7.384e+01
8.20946   1000000000000.0   1.158e+02
8.20946   100000.0   4.378e+01
8.20946   316227.7660168379   4.386e+01
8.20946   1000000.0   4.396e+01
8.20946   3162277.6601683795   4.453e+01
8.20946   10000000.0   4.471e+01
8.20946   31622776.60168379   4.495e+01
8.20946   100000000.0   4.530e+01
8.20946   316227766.01683795   4.578e+01
8.20946   1000000000.0   4.647e+01
8.20946   3162277660.1683793   4.743e+01
8.351563   10000000000.0   5.061e+01
8.351563   31622776601.683792   5.503e+01
8.351563   100000000000.0   6.235e+01
8.351563   316227766016.83795   7.806e+01
8.351563   1000000000000.0   1.278e+02
8.351563   100000.0   4.479e+01
8.351563   316227.7660168379   4.488e+01
8.351563   1000000.0   4.499e+01
8.351563   3162277.6601683795   4.512e+01
8.351563   10000000.0   4.531e+01
8.351563   31622776.60168379   4.556e+01
8.351563   100000000.0   4.593e+01
8.351563   316227766.01683795   4.645e+01
8.351563   1000000000.0   4.765e+01
8.351563   3162277660.1683793   4.870e+01
8.495865   10000000000.0   5.199e+01
8.495865   31622776601.683792   5.665e+01
8.495865   100000000000.0   6.471e+01
8.495865   316227766016.83795   8.364e+01
8.495865   1000000000000.0   1.412e+02
8.495865   100000.0   4.576e+01
8.495865   316227.7660168379   4.585e+01
8.495865   1000000.0   4.597e+01
8.495865   3162277.6601683795   4.611e+01
8.495865   10000000.0   4.631e+01
8.495865   31622776.60168379   4.659e+01
8.495865   100000000.0   4.698e+01
8.495865   316227766.01683795   4.754e+01
8.495865   1000000000.0   4.833e+01
8.495865   3162277660.1683793   4.995e+01
8.642365   10000000000.0   5.334e+01
8.642365   31622776601.683792   5.827e+01
8.642365   100000000000.0   6.786e+01
8.642365   316227766016.83795   8.915e+01
8.642365   1000000000000.0   1.570e+02
8.642365   100000.0   4.622e+01
8.642365   316227.7660168379   4.631e+01
8.642365   1000000.0   4.643e+01
8.642365   3162277.6601683795   4.658e+01
8.642365   10000000.0   4.726e+01
8.642365   31622776.60168379   4.756e+01
8.642365   100000000.0   4.798e+01
8.642365   316227766.01683795   4.859e+01
8.642365   1000000000.0   4.945e+01
8.642365   3162277660.1683793   5.065e+01
8.791155   10000000000.0   5.469e+01
8.791155   31622776601.683792   6.054e+01
8.791155   100000000000.0   7.060e+01
8.791155   316227766016.83795   9.488e+01
8.791155   1000000000000.0   1.760e+02
8.791155   100000.0   4.709e+01
8.791155   316227.7660168379   4.719e+01
8.791155   1000000.0   4.732e+01
8.791155   3162277.6601683795   4.749e+01
8.791155   10000000.0   4.771e+01
8.791155   31622776.60168379   4.802e+01
8.791155   100000000.0   4.847e+01
8.791155   316227766.01683795   4.911e+01
8.791155   1000000000.0   5.053e+01
8.791155   3162277660.1683793   5.185e+01
8.942236   10000000000.0   5.603e+01
8.942236   31622776601.683792   6.230e+01
8.942236   100000000000.0   7.359e+01
8.942236   316227766016.83795   1.014e+02
8.942236   1000000000000.0   2.010e+02
8.942236   100000.0   4.794e+01
8.942236   316227.7660168379   4.804e+01
8.942236   1000000.0   4.818e+01
8.942236   3162277.6601683795   4.835e+01
8.942236   10000000.0   4.859e+01
8.942236   31622776.60168379   4.892e+01
8.942236   100000000.0   4.941e+01
8.942236   316227766.01683795   5.010e+01
8.942236   1000000000.0   5.109e+01
8.942236   3162277660.1683793   5.303e+01
9.095707   10000000000.0   5.736e+01
9.095707   31622776601.683792   6.409e+01
9.095707   100000000000.0   7.677e+01
9.095707   316227766016.83795   1.089e+02
9.095707   1000000000000.0   2.301e+02
9.095707   100000.0   4.823e+01
9.095707   316227.7660168379   4.834e+01
9.095707   1000000.0   4.848e+01
9.095707   3162277.6601683795   4.867e+01
9.095707   10000000.0   4.891e+01
9.095707   31622776.60168379   4.976e+01
9.095707   100000000.0   5.028e+01
9.095707   316227766.01683795   5.103e+01
9.095707   1000000000.0   5.211e+01
9.095707   3162277660.1683793   5.417e+01
9.251469   10000000000.0   5.866e+01
9.251469   31622776601.683792   6.593e+01
9.251469   100000000000.0   8.088e+01
9.251469   316227766016.83795   1.187e+02
9.251469   1000000000000.0   2.663e+02
9.251469   100000.0   4.895e+01
9.251469   316227.7660168379   4.906e+01
9.251469   1000000.0   4.921e+01
9.251469   3162277.6601683795   4.941e+01
9.251469   10000000.0   4.967e+01
9.251469   31622776.60168379   5.005e+01
9.251469   100000000.0   5.060e+01
9.251469   316227766.01683795   5.139e+01
9.251469   1000000000.0   5.307e+01
9.251469   3162277660.1683793   5.526e+01
9.409618   10000000000.0   5.997e+01
9.409618   31622776601.683792   6.858e+01
9.409618   100000000000.0   8.462e+01
9.409618   316227766016.83795   1.288e+02
9.409618   1000000000000.0   3.099e+02
9.409618   100000.0   4.961e+01
9.409618   316227.7660168379   4.973e+01
9.409618   1000000.0   4.989e+01
9.409618   3162277.6601683795   5.010e+01
9.409618   10000000.0   5.038e+01
9.409618   31622776.60168379   5.078e+01
9.409618   100000000.0   5.138e+01
9.409618   316227766.01683795   5.223e+01
9.409618   1000000000.0   5.347e+01
9.409618   3162277660.1683793   5.579e+01
9.570266   10000000000.0   6.189e+01
9.570266   31622776601.683792   7.061e+01
9.570266   100000000000.0   8.884e+01
9.570266   316227766016.83795   1.409e+02
9.570266   1000000000000.0   3.628e+02
9.570266   100000.0   4.972e+01
9.570266   316227.7660168379   4.985e+01
9.570266   1000000.0   5.001e+01
9.570266   3162277.6601683795   5.023e+01
9.570266   10000000.0   5.052e+01
9.570266   31622776.60168379   5.095e+01
9.570266   100000000.0   5.210e+01
9.570266   316227766.01683795   5.302e+01
9.570266   1000000000.0   5.436e+01
9.570266   3162277660.1683793   5.684e+01
9.733299   10000000000.0   6.322e+01
9.733299   31622776601.683792   7.272e+01
9.733299   100000000000.0   9.434e+01
9.733299   316227766016.83795   1.556e+02
9.733299   1000000000000.0   4.250e+02
9.733299   100000.0   5.025e+01
9.733299   316227.7660168379   5.039e+01
9.733299   1000000.0   5.056e+01
9.733299   3162277.6601683795   5.079e+01
9.733299   10000000.0   5.110e+01
9.733299   31622776.60168379   5.156e+01
9.733299   100000000.0   5.223e+01
9.733299   316227766.01683795   5.321e+01
9.733299   1000000000.0   5.520e+01
9.733299   3162277660.1683793   5.785e+01
9.898945   10000000000.0   6.454e+01
9.898945   31622776601.683792   7.572e+01
9.898945   100000000000.0   9.966e+01
9.898945   316227766016.83795   1.722e+02
9.898945   1000000000000.0   5.027e+02
9.898945   100000.0   5.070e+01
9.898945   316227.7660168379   5.084e+01
9.898945   1000000.0   5.103e+01
9.898945   3162277.6601683795   5.127e+01
9.898945   10000000.0   5.160e+01
9.898945   31622776.60168379   5.209e+01
9.898945   100000000.0   5.282e+01
9.898945   316227766.01683795   5.388e+01
9.898945   1000000000.0   5.597e+01
9.898945   3162277660.1683793   5.882e+01
